大学,考试方式,学院,专业,研究方向,网址
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(06)人工智能及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085211061""target=""_blank"">查看</a>"
华北电力大学,统考,(004)控制与计算机工程学院,(085211)(专业学位)计算机技术,(07)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1005421004085211071""target=""_blank"">查看</a>"
中国矿业大学(北京),统考,(004)机电与信息工程学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1141321004085211001""target=""_blank"">查看</a>"
中国石油大学(北京),统考,(005)地球物理与信息工程学院,(085211)(专业学位)计算机技术,(01)软件工程及数据库系统,"<ahref=""/zsml/kskm.jsp?id=1141421005085211011""target=""_blank"">查看</a>"
中国石油大学(北京),统考,(005)地球物理与信息工程学院,(085211)(专业学位)计算机技术,(02)人工智能及应用,"<ahref=""/zsml/kskm.jsp?id=1141421005085211021""target=""_blank"">查看</a>"
中国石油大学(北京),统考,(005)地球物理与信息工程学院,(085211)(专业学位)计算机技术,(03)嵌入式软件及系统,"<ahref=""/zsml/kskm.jsp?id=1141421005085211031""target=""_blank"">查看</a>"
中国石油大学(北京),统考,(005)地球物理与信息工程学院,(085211)(专业学位)计算机技术,(04)计算机网络及信息安全,"<ahref=""/zsml/kskm.jsp?id=1141421005085211041""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085212)(专业学位)软件工程,(01)软件工程方法,"<ahref=""/zsml/kskm.jsp?id=1141521304085212011""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085212)(专业学位)软件工程,(02)网络技术及应用,"<ahref=""/zsml/kskm.jsp?id=1141521304085212021""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085212)(专业学位)软件工程,(03)计算机应用,"<ahref=""/zsml/kskm.jsp?id=1141521304085212031""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085212)(专业学位)软件工程,(04)遥感与地理信息系统,"<ahref=""/zsml/kskm.jsp?id=1141521304085212041""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085211)(专业学位)计算机技术,(01)大数据智能计算与数据挖掘技术,"<ahref=""/zsml/kskm.jsp?id=1141521304085211011""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085211)(专业学位)计算机技术,(02)软件工程与系统集成,"<ahref=""/zsml/kskm.jsp?id=1141521304085211021""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(304)信息工程学院,(085211)(专业学位)计算机技术,(03)高性能计算及地学应用,"<ahref=""/zsml/kskm.jsp?id=1141521304085211031""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(319)数理学院,(085211)(专业学位)计算机技术,(01)大数据智能计算与数据挖掘技术,"<ahref=""/zsml/kskm.jsp?id=1141521319085211011""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(319)数理学院,(085211)(专业学位)计算机技术,(02)软件工程与系统集成,"<ahref=""/zsml/kskm.jsp?id=1141521319085211021""target=""_blank"">查看</a>"
中国地质大学(北京),统考,(319)数理学院,(085211)(专业学位)计算机技术,(03)高性能计算及地学应用,"<ahref=""/zsml/kskm.jsp?id=1141521319085211031""target=""_blank"">查看</a>"
南开大学,统考,(038)软件学院,(085212)(专业学位)软件工程,(01)信息安全与嵌入式系统,"<ahref=""/zsml/kskm.jsp?id=1005521038085212011""target=""_blank"">查看</a>"
南开大学,统考,(038)软件学院,(085212)(专业学位)软件工程,(02)大数据与人工智能,"<ahref=""/zsml/kskm.jsp?id=1005521038085212021""target=""_blank"">查看</a>"
南开大学,统考,(038)软件学院,(085212)(专业学位)软件工程,(03)媒体计算及应用,"<ahref=""/zsml/kskm.jsp?id=1005521038085212031""target=""_blank"">查看</a>"
南开大学,统考,(035)计算机学院,(085211)(专业学位)计算机技术,(01)数据科学与工程,"<ahref=""/zsml/kskm.jsp?id=1005521035085211011""target=""_blank"">查看</a>"
南开大学,统考,(035)计算机学院,(085211)(专业学位)计算机技术,(02)网络安全技术,"<ahref=""/zsml/kskm.jsp?id=1005521035085211021""target=""_blank"">查看</a>"
南开大学,统考,(035)计算机学院,(085211)(专业学位)计算机技术,(03)云计算与互联网技术,"<ahref=""/zsml/kskm.jsp?id=1005521035085211031""target=""_blank"">查看</a>"
南开大学,统考,(035)计算机学院,(085211)(专业学位)计算机技术,(04)物联网技术与应用,"<ahref=""/zsml/kskm.jsp?id=1005521035085211041""target=""_blank"">查看</a>"
南开大学,统考,(035)计算机学院,(085211)(专业学位)计算机技术,(05)媒体计算技术,"<ahref=""/zsml/kskm.jsp?id=1005521035085211051""target=""_blank"">查看</a>"
南开大学,统考,(037)网络空间安全学院,(085211)(专业学位)计算机技术,(01)数据科学与工程,"<ahref=""/zsml/kskm.jsp?id=1005521037085211011""target=""_blank"">查看</a>"
南开大学,统考,(037)网络空间安全学院,(085211)(专业学位)计算机技术,(02)网络安全技术,"<ahref=""/zsml/kskm.jsp?id=1005521037085211021""target=""_blank"">查看</a>"
南开大学,统考,(037)网络空间安全学院,(085211)(专业学位)计算机技术,(03)云计算与互联网技术,"<ahref=""/zsml/kskm.jsp?id=1005521037085211031""target=""_blank"">查看</a>"
南开大学,统考,(037)网络空间安全学院,(085211)(专业学位)计算机技术,(04)物联网技术与应用,"<ahref=""/zsml/kskm.jsp?id=1005521037085211041""target=""_blank"">查看</a>"
南开大学,统考,(037)网络空间安全学院,(085211)(专业学位)计算机技术,(05)媒体计算技术,"<ahref=""/zsml/kskm.jsp?id=1005521037085211051""target=""_blank"">查看</a>"
天津大学,统考,(218)软件学院,(085212)(专业学位)软件工程,(01)软件工程,"<ahref=""/zsml/kskm.jsp?id=1005621218085212011""target=""_blank"">查看</a>"
天津大学,统考,(218)软件学院,(085212)(专业学位)软件工程,(02)新媒体,"<ahref=""/zsml/kskm.jsp?id=1005621218085212021""target=""_blank"">查看</a>"
天津大学,统考,(216)计算机科学与技术学院,(085211)(专业学位)计算机技术,(01)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1005621216085211011""target=""_blank"">查看</a>"
天津大学,统考,(229)国际工程师学院,(085211)(专业学位)计算机技术,(01)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1005621229085211011""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(01)软件工程方法与技术,"<ahref=""/zsml/kskm.jsp?id=1007921010085212011""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(02)数字媒体技术,"<ahref=""/zsml/kskm.jsp?id=1007921010085212021""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(03)信息安全,"<ahref=""/zsml/kskm.jsp?id=1007921010085212031""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(04)大数据技术及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085212041""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(05)互联网与移动互联网软件技术,"<ahref=""/zsml/kskm.jsp?id=1007921010085212051""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085212)(专业学位)软件工程,(06)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085212061""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(01)智能电网与电力信息化,"<ahref=""/zsml/kskm.jsp?id=1007921010085211011""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(02)数据库与信息系统,"<ahref=""/zsml/kskm.jsp?id=1007921010085211021""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(03)网络及信息安全技术,"<ahref=""/zsml/kskm.jsp?id=1007921010085211031""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(04)大数据技术及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085211041""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(05)物联网技术及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085211051""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(06)人工智能及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085211061""target=""_blank"">查看</a>"
华北电力大学(保定),统考,(010)计算机系,(085211)(专业学位)计算机技术,(07)嵌入式系统及应用,"<ahref=""/zsml/kskm.jsp?id=1007921010085211071""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085212)(专业学位)软件工程,(01)软件工程与辅助创新,"<ahref=""/zsml/kskm.jsp?id=1008021028085212011""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085212)(专业学位)软件工程,(02)软件工程及应用,"<ahref=""/zsml/kskm.jsp?id=1008021028085212021""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085212)(专业学位)软件工程,(03)软件质量保证与过程管理,"<ahref=""/zsml/kskm.jsp?id=1008021028085212031""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085211)(专业学位)计算机技术,(01)大数据处理与智能计算,"<ahref=""/zsml/kskm.jsp?id=1008021028085211011""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085211)(专业学位)计算机技术,(02)图像处理与视觉技术,"<ahref=""/zsml/kskm.jsp?id=1008021028085211021""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085211)(专业学位)计算机技术,(03)机器人与智能控制,"<ahref=""/zsml/kskm.jsp?id=1008021028085211031""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085211)(专业学位)计算机技术,(04)数据挖掘与绿色存储,"<ahref=""/zsml/kskm.jsp?id=1008021028085211041""target=""_blank"">查看</a>"
河北工业大学,统考,(028)人工智能与数据科学学院,(085211)(专业学位)计算机技术,(05)生物信息与计算医学,"<ahref=""/zsml/kskm.jsp?id=1008021028085211051""target=""_blank"">查看</a>"
太原理工大学,统考,(005)信息与计算机学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1011221005085212001""target=""_blank"">查看</a>"
太原理工大学,统考,(028)软件学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1011221028085212001""target=""_blank"">查看</a>"
太原理工大学,统考,(030)大数据学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1011221030085212001""target=""_blank"">查看</a>"
太原理工大学,统考,(005)信息与计算机学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1011221005085211001""target=""_blank"">查看</a>"
内蒙古大学,统考,(009)计算机学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1012621009085212001""target=""_blank"">查看</a>"
内蒙古大学,单考,(009)计算机学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1012623009085212001""target=""_blank"">查看</a>"
内蒙古大学,统考,(009)计算机学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1012621009085211001""target=""_blank"">查看</a>"
辽宁大学,统考,(018)信息学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1014021018085212001""target=""_blank"">查看</a>"
大连理工大学,统考,(170)（开发区校区）软件学院,(085212)(专业学位)软件工程,(01)信息安全与网络理论,"<ahref=""/zsml/kskm.jsp?id=1014121170085212011""target=""_blank"">查看</a>"
大连理工大学,统考,(170)（开发区校区）软件学院,(085212)(专业学位)软件工程,(02)计算技术与理论,"<ahref=""/zsml/kskm.jsp?id=1014121170085212021""target=""_blank"">查看</a>"
大连理工大学,统考,(170)（开发区校区）软件学院,(085212)(专业学位)软件工程,(03)系统理论与智能处理技术,"<ahref=""/zsml/kskm.jsp?id=1014121170085212031""target=""_blank"">查看</a>"
大连理工大学,统考,(090)（主校区）电子信息与电气工程学部,(085211)(专业学位)计算机技术,(01)物联网技术及其应用,"<ahref=""/zsml/kskm.jsp?id=1014121090085211011""target=""_blank"">查看</a>"
大连理工大学,统考,(090)（主校区）电子信息与电气工程学部,(085211)(专业学位)计算机技术,(02)大数据处理及其应用,"<ahref=""/zsml/kskm.jsp?id=1014121090085211021""target=""_blank"">查看</a>"
大连理工大学,统考,(090)（主校区）电子信息与电气工程学部,(085211)(专业学位)计算机技术,(03)网络与云计算,"<ahref=""/zsml/kskm.jsp?id=1014121090085211031""target=""_blank"">查看</a>"
大连理工大学,统考,(090)（主校区）电子信息与电气工程学部,(085211)(专业学位)计算机技术,(04)信息检索与机器翻译,"<ahref=""/zsml/kskm.jsp?id=1014121090085211041""target=""_blank"">查看</a>"
大连理工大学,统考,(090)（主校区）电子信息与电气工程学部,(085211)(专业学位)计算机技术,(05)嵌入式系统与计算机控制,"<ahref=""/zsml/kskm.jsp?id=1014121090085211051""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(01)软件服务技术与应用,"<ahref=""/zsml/kskm.jsp?id=1014521009085212011""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(02)网络信息系统安全技术与应用,"<ahref=""/zsml/kskm.jsp?id=1014521009085212021""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(03)基于混合现实的交互式软件开发技术,"<ahref=""/zsml/kskm.jsp?id=1014521009085212031""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(04)云计算技术及应用,"<ahref=""/zsml/kskm.jsp?id=1014521009085212041""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(05)移动互联网技术与应用,"<ahref=""/zsml/kskm.jsp?id=1014521009085212051""target=""_blank"">查看</a>"
东北大学,统考,(009)软件学院,(085212)(专业学位)软件工程,(06)复杂网络及混沌分形应用技术,"<ahref=""/zsml/kskm.jsp?id=1014521009085212061""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(01)大数据分析及应用,"<ahref=""/zsml/kskm.jsp?id=1014521017085211011""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(02)信息物理系统及物联网应用,"<ahref=""/zsml/kskm.jsp?id=1014521017085211021""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(03)人工智能应用技术,"<ahref=""/zsml/kskm.jsp?id=1014521017085211031""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(04)计算机网络、信息安全及应用,"<ahref=""/zsml/kskm.jsp?id=1014521017085211041""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(05)云计算、服务计算及应用,"<ahref=""/zsml/kskm.jsp?id=1014521017085211051""target=""_blank"">查看</a>"
东北大学,统考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(06)医学信息计算及应用,"<ahref=""/zsml/kskm.jsp?id=1014521017085211061""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(01)大数据分析及应用,"<ahref=""/zsml/kskm.jsp?id=1014521018085211011""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(02)信息物理系统及物联网应用,"<ahref=""/zsml/kskm.jsp?id=1014521018085211021""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(03)人工智能应用技术,"<ahref=""/zsml/kskm.jsp?id=1014521018085211031""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(04)计算机网络、信息安全及应用,"<ahref=""/zsml/kskm.jsp?id=1014521018085211041""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(05)云计算、服务计算及应用,"<ahref=""/zsml/kskm.jsp?id=1014521018085211051""target=""_blank"">查看</a>"
东北大学,统考,(018)秦皇岛分校,(085211)(专业学位)计算机技术,(06)医学信息计算及应用,"<ahref=""/zsml/kskm.jsp?id=1014521018085211061""target=""_blank"">查看</a>"
东北大学,单考,(017)计算机科学与工程学院,(085211)(专业学位)计算机技术,(00)不区分研究方向(单独考试考生选项),"<ahref=""/zsml/kskm.jsp?id=1014523017085211001""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085212)(专业学位)软件工程,(01)软件技术与方法,"<ahref=""/zsml/kskm.jsp?id=1015121004085212011""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085212)(专业学位)软件工程,(02)大数据技术与应用,"<ahref=""/zsml/kskm.jsp?id=1015121004085212021""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085212)(专业学位)软件工程,(03)服务计算与信息系统,"<ahref=""/zsml/kskm.jsp?id=1015121004085212031""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085211)(专业学位)计算机技术,(01)计算机软件,"<ahref=""/zsml/kskm.jsp?id=1015121004085211011""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085211)(专业学位)计算机技术,(02)大数据技术与云计算,"<ahref=""/zsml/kskm.jsp?id=1015121004085211021""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085211)(专业学位)计算机技术,(03)计算机网络与区块链技术,"<ahref=""/zsml/kskm.jsp?id=1015121004085211031""target=""_blank"">查看</a>"
大连海事大学,统考,(004)信息科学技术学院,(085211)(专业学位)计算机技术,(04)智能技术与系统,"<ahref=""/zsml/kskm.jsp?id=1015121004085211041""target=""_blank"">查看</a>"
吉林大学,统考,(504)软件学院,(085212)(专业学位)软件工程,(00)无,"<ahref=""/zsml/kskm.jsp?id=1018321504085212001""target=""_blank"">查看</a>"
吉林大学,统考,(503)计算机科学与技术学院,(085211)(专业学位)计算机技术,(00)无,"<ahref=""/zsml/kskm.jsp?id=1018321503085211001""target=""_blank"">查看</a>"
吉林大学,统考,(908)南方研究院,(085211)(专业学位)计算机技术,(00)无,"<ahref=""/zsml/kskm.jsp?id=1018321908085211001""target=""_blank"">查看</a>"
延边大学,统考,(012)工学院,(085211)(专业学位)计算机技术,(01)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1018421012085211011""target=""_blank"">查看</a>"
延边大学,统考,(012)工学院,(085211)(专业学位)计算机技术,(02)网络通信与信息安全（网络与信息安全）,"<ahref=""/zsml/kskm.jsp?id=1018421012085211021""target=""_blank"">查看</a>"
延边大学,统考,(012)工学院,(085211)(专业学位)计算机技术,(03)智能系统设计与开发（嵌入式系统）,"<ahref=""/zsml/kskm.jsp?id=1018421012085211031""target=""_blank"">查看</a>"
延边大学,统考,(012)工学院,(085211)(专业学位)计算机技术,(04)智能系统设计与开发（智能仪器与测控）,"<ahref=""/zsml/kskm.jsp?id=1018421012085211041""target=""_blank"">查看</a>"
延边大学,统考,(012)工学院,(085211)(专业学位)计算机技术,(05)网络通信与信息安全（数字通信与信号处理）,"<ahref=""/zsml/kskm.jsp?id=1018421012085211051""target=""_blank"">查看</a>"
东北师范大学,统考,(127)信息科学与技术学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1020021127085212001""target=""_blank"">查看</a>"
东北师范大学,统考,(127)信息科学与技术学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1020021127085211001""target=""_blank"">查看</a>"
哈尔滨工业大学,统考,(013)计算机科学与技术学院,(085212)(专业学位)软件工程,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1021321013085212001""target=""_blank"">查看</a>"
哈尔滨工业大学,统考,(013)计算机科学与技术学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1021321013085211001""target=""_blank"">查看</a>"
哈尔滨工业大学,统考,(902)哈尔滨工业大学（威海）,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1021321902085211001""target=""_blank"">查看</a>"
哈尔滨工业大学,统考,(903)哈尔滨工业大学（深圳）,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1021321903085211001""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085212)(专业学位)软件工程,(01)数据库与知识库,"<ahref=""/zsml/kskm.jsp?id=1021721006085212011""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085212)(专业学位)软件工程,(02)嵌入式软件技术,"<ahref=""/zsml/kskm.jsp?id=1021721006085212021""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085212)(专业学位)软件工程,(03)分布式计算与仿真,"<ahref=""/zsml/kskm.jsp?id=1021721006085212031""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085212)(专业学位)软件工程,(04)人工智能与知识工程,"<ahref=""/zsml/kskm.jsp?id=1021721006085212041""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085212)(专业学位)软件工程,(05)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1021721006085212051""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(01)嵌入式系统,"<ahref=""/zsml/kskm.jsp?id=1021721006085211011""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(02)网络与信息安全,"<ahref=""/zsml/kskm.jsp?id=1021721006085211021""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(03)计算机视觉与听觉,"<ahref=""/zsml/kskm.jsp?id=1021721006085211031""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(04)虚拟现实,"<ahref=""/zsml/kskm.jsp?id=1021721006085211041""target=""_blank"">查看</a>"
哈尔滨工程大学,统考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(05)可信计算,"<ahref=""/zsml/kskm.jsp?id=1021721006085211051""target=""_blank"">查看</a>"
哈尔滨工程大学,单考,(006)计算机科学与技术学院,(085211)(专业学位)计算机技术,(00)不区分研究方向,"<ahref=""/zsml/kskm.jsp?id=1021723006085211001""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085212)(专业学位)软件工程,(01)软件工程管理,"<ahref=""/zsml/kskm.jsp?id=1022521012085212011""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085212)(专业学位)软件工程,(02)软件工程技术,"<ahref=""/zsml/kskm.jsp?id=1022521012085212021""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085212)(专业学位)软件工程,(03)软件服务工程,"<ahref=""/zsml/kskm.jsp?id=1022521012085212031""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085211)(专业学位)计算机技术,(01)信息处理与智能控制,"<ahref=""/zsml/kskm.jsp?id=1022521012085211011""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085211)(专业学位)计算机技术,(02)广义3S技术与应用,"<ahref=""/zsml/kskm.jsp?id=1022521012085211021""target=""_blank"">查看</a>"
东北林业大学,统考,(012)信息与计算机工程学院,(085211)(专业学位)计算机技术,(03)计算机网络与信息系统,"<ahref=""/zsml/kskm.jsp?id=1022521012085211031""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(01)软件工程,"<ahref=""/zsml/kskm.jsp?id=1024621201085212011""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(02)密码与信息安全,"<ahref=""/zsml/kskm.jsp?id=1024621201085212021""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(03)网络多媒体,"<ahref=""/zsml/kskm.jsp?id=1024621201085212031""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(04)系统软件,"<ahref=""/zsml/kskm.jsp?id=1024621201085212041""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(05)电子商务与电子政务,"<ahref=""/zsml/kskm.jsp?id=1024621201085212051""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(06)数据科学与工程,"<ahref=""/zsml/kskm.jsp?id=1024621201085212061""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(07)大数据技术与应用,"<ahref=""/zsml/kskm.jsp?id=1024621201085212071""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(08)人机交互与CSCW,"<ahref=""/zsml/kskm.jsp?id=1024621201085212081""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(09)大数据与社会计算,"<ahref=""/zsml/kskm.jsp?id=1024621201085212091""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(10)群体智能与协同计算,"<ahref=""/zsml/kskm.jsp?id=1024621201085212101""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(11)Web与服务计算,"<ahref=""/zsml/kskm.jsp?id=1024621201085212111""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(12)业务流程管理,"<ahref=""/zsml/kskm.jsp?id=1024621201085212121""target=""_blank"">查看</a>"
复旦大学,统考,(201)软件学院,(085212)(专业学位)软件工程,(13)复旦-爱尔兰都柏林大学联合培养,"<ahref=""/zsml/kskm.jsp?id=1024621201085212131""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(01)智能媒体计算,"<ahref=""/zsml/kskm.jsp?id=1024621024085211011""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(02)智能信息处理,"<ahref=""/zsml/kskm.jsp?id=1024621024085211021""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(03)智能网络与系统,"<ahref=""/zsml/kskm.jsp?id=1024621024085211031""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(04)软件工程与系统软件,"<ahref=""/zsml/kskm.jsp?id=1024621024085211041""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(05)数据科学与数据工程,"<ahref=""/zsml/kskm.jsp?id=1024621024085211051""target=""_blank"">查看</a>"
复旦大学,统考,(024)计算机科学技术学院,(085211)(专业学位)计算机技术,(06)人机交互与协同计算,"<ahref=""/zsml/kskm.jsp?id=1024621024085211061""target=""_blank"">查看</a>"
